id,cap_name,type,prevParentId,prevId,capability_lib_id,industry_tree_id,company_id,hierarchy_id,parentId,tags,location,technologies,mpath,capability
957,Clinical Research data,master,17413,17431,232,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],957.,
958,EHR Patient Health Records,master,17413,17433,397,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],958.,
959,Disease Registries,master,17413,17435,373,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],959.,
960,Demographic Registries,master,17413,17437,362,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],960.,
961,Outcomes Data,master,17413,17439,625,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],961.,
962,Pre-care & Post-care Studies,master,17413,17441,682,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],962.,
963,Claims data,master,17413,17443,217,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],963.,
964,Physician Information,master,17413,17445,662,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],964.,
965,Health Product Data,master,17413,17447,464,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],965.,
966,Electronic Data Capture,master,17413,17449,399,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],966.,
967,Clinical Data Interchange Standards,master,17413,17451,226,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],967.,
968,Clinical Data Acquisition Standards Harmonization,master,17413,17453,225,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],968.,
969,STDM Standards,master,17413,17455,883,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],969.,
970,Data Harmonization,master,17413,17457,343,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],970.,
971,Data Validation,master,17413,17459,349,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],971.,
972,Data Visibility,master,17413,17461,990,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],972.,
973,Marketing & Communications,master,13726,17463,570,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],973.,
974,Competitive Assessment,master,17463,17467,989,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],974.,
975,Customer Segmentation,master,17463,17469,337,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],975.,
976,Customer Acquisition,master,17463,17471,312,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],976.,
977,Awareness,master,17463,17473,136,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],977.,
978,Advertising,master,17463,17475,95,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],978.,
979,Events,master,17463,17477,413,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],979.,
980,Social Media,master,17463,17479,869,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],980.,
981,Brand Management,master,17463,17481,162,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],981.,
982,Marketing,master,17463,17483,569,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],982.,
983,Promotions,master,17463,17485,734,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],983.,
984,Channels/Network,master,17463,17487,213,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],984.,
985,Collateral,master,17463,17489,243,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],985.,
986,Agency Management,master,17463,17491,100,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],986.,
987,Public Relations,master,17463,17493,745,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],987.,
988,Media Management,master,17463,17495,576,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],988.,
989,Recall Management,master,17463,17497,761,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],989.,
990,Risk & Regulatory Management,master,13726,17551,807,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],990.,
991,Electronic Asset Management,master,17551,17555,398,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],991.,
992,IP Management,master,17551,17557,517,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],992.,
993,Compliance Management,master,17551,17559,257,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],993.,
994,Compliance Training & Monitoring,master,17551,17561,259,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],994.,
995,Data Management,master,17551,17563,345,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],995.,
996,Data Insurance,master,17551,17565,344,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],996.,
997,Cybersecurity,master,17551,17567,342,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],997.,
998,Data Privacy,master,17551,17569,348,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],998.,
999,Environmental Protection,master,17551,17571,409,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],999.,
1000,Hazardous Materials Management,master,17551,17573,991,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1000.,
1001,Disposal Management,master,17551,17575,375,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1001.,
1002,Clean Water Treatment,master,17551,17577,223,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1002.,
1003,Health & Safety,master,17551,17579,463,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1003.,
1004,Incident Management,master,17551,17581,480,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1004.,
1005,Recall Management,master,17551,17583,761,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1005.,
1006,Security & Safety,master,17551,17585,842,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1006.,
1007,Quality Monitoring,master,17551,17587,749,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1007.,
1008,Regulatory Management,master,17551,17589,778,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1008.,
1009,Building Codes & Inspection,master,17551,17591,167,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1009.,
1010,Reporting & Submissions,master,17551,17593,791,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1010.,
1011,Regulatory,master,17551,17595,775,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1011.,
1012,Legal,master,17551,17597,527,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1012.,
1013,Risk Management Platform/Software,master,17551,17599,810,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1013.,
1014,FDA Management,master,17551,17601,423,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1014.,
1015,Process Design,master,17551,17603,698,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1015.,
1016,Design of Experiment (DOE),master,17551,17605,364,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1016.,
1017,Quality by Design (QBD),master,17551,17607,747,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1017.,
1018,Process Analytical Technology (PAT),master,17551,17609,697,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1018.,
1019,Critical Process Parameters (CPP),master,17551,17611,303,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1019.,
1020,Critical Quality Attributes (CQA),master,17551,17613,304,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1020.,
1021,Process Qualification,master,17551,17615,700,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1021.,
1022,Process Verification,master,17551,17617,701,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1022.,
1023,Process Monitoring & Measurement,master,17551,17619,699,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1023.,
1024,Public Affairs Lobbying,master,17551,17621,742,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1024.,
1025,Finance & Accounting,master,13726,17623,428,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1025.,
1026,Audit,master,17623,17627,123,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1026.,
1027,"Billing, Collections & Bad Debt",master,17623,17629,148,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1027.,
1028,Group Billing & Payment Processing,master,17623,17631,458,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1028.,
1029,Budgeting,master,17623,17633,165,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1029.,
1030,Payments,master,17623,17635,646,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1030.,
1031,Settlements,master,17623,17637,859,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1031.,
1032,Reconciliation,master,17623,17639,764,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1032.,
1033,AR/AP,master,17623,17641,108,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1033.,
1034,Commissions,master,17623,17643,251,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1034.,
1035,Denials,master,17623,17645,363,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1035.,
1036,Tax Management,master,17623,17647,905,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1036.,
1037,Treasury Services,master,17623,17649,926,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1037.,
1038,Cash Management,master,17623,17651,200,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1038.,
1039,Cash Forecasting,master,17623,17653,199,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1039.,
1040,Business Management Support,master,13727,17655,76,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1040.,
1041,Business Planning/Budgeting,master,6385,17656,178,,,161,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1041.,
1042,Building/Facility Management,master,17655,17659,169,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1042.,
1043,Investment Strategy,master,17655,17661,513,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1043.,
1044,Treasury Planning,master,17655,17663,925,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1044.,
1045,Bulk Reserving,master,17655,17665,172,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1045.,
1046,Vendor Tracking,master,17655,17667,934,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1046.,
1047,Brand Tracking,master,17655,17669,163,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1047.,
1048,Auditing,master,17655,17671,124,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1048.,
1049,Building/Facility Tracking,master,17655,17673,170,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1049.,
1050,"Vendor Administration, Terms & Pricing",master,17655,17675,932,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1050.,
1051,General Ledger,master,17655,17677,455,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1051.,
1052,Accounts Receivable,master,17655,17679,88,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1052.,
1053,IT Management,master,17655,17681,520,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1053.,
1054,Compliance Management,master,17655,17683,257,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1054.,
1055,Accounts Payable,master,17655,17685,87,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1055.,
1056,Human Resources,master,17655,17687,470,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1056.,
1057,Building/Facility,master,17655,17689,168,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1057.,
1058,Product Development,master,13727,17691,711,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1058.,
1059,Portfolio Strategy,master,6385,17692,677,,,162,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1059.,
1060,Product Planning & Analysis,master,17691,17695,79,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1060.,
1061,Concept Selling Strategy,master,17691,17697,262,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1061.,
1062,Product Tracking,master,17691,17699,726,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1062.,
1063,"Pricing, Reserving Analysis",master,17691,17701,693,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1063.,
1064,Product Set Rules Capabilities,master,17691,17703,724,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1064.,
1065,Product Maintenance,master,17691,17705,717,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1065.,
1066,Product Development,master,17691,17707,711,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1066.,
1067,Reinsurance Program,master,17691,17709,780,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1067.,
1068,Create Illustration Capabilities,master,17691,17711,297,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1068.,
1069,Business Acquisition,master,13727,17713,173,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1069.,
1070,Market Plan,master,6385,17714,564,,,163,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1070.,
1071,Market Segment Analysis (Includes Competitive Analysis & Market Research),master,17713,17717,568,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1071.,
1072,Sales Programs,master,17713,17719,831,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1072.,
1073,Producer Portfolio Analysis,master,17713,17721,706,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1073.,
1074,Risk Management Underwritting (Individual),master,13727,17723,811,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1074.,
1075,Reinsurance Strategy,master,6385,17724,781,,,164,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1075.,
1076,Rating,master,17723,17727,758,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1076.,
1077,Underwriting Decisioning,master,17723,17729,929,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1077.,
1078,Reinsurance Treaties,master,17723,17731,782,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1078.,
1079,Policy Admin & Service,master,13727,17733,672,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1079.,
1080,Operations Planning,master,6385,17734,613,,,165,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1080.,
1081,Operations Control (Includes workflow),master,17733,17737,611,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1081.,
1082,Collections,master,17733,17739,248,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1082.,
1083,"Policy Processing (Renewal, Endorsements, Issuance)",master,17733,17741,674,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1083.,
1084,Product Setup & Maintenance,master,17733,17743,725,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1084.,
1085,Collection/Returns,master,17733,17745,247,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1085.,
1086,Billing,master,17733,17747,145,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1086.,
1087,Relationship Management,master,13727,17749,783,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1087.,
1088,CRM Plan,master,6385,17750,305,,,166,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1088.,
1089,PRM Plan,master,17749,17753,696,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1089.,
1090,Distribution Relationship Management/Channel Conflict Management Strategy,master,17749,17755,378,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1090.,
1091,Channel Management,master,17749,17757,210,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1091.,
1092,Correspondence Management,master,17749,17759,290,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1092.,
1093,Advisory Services/Financial Advisory Tools,master,17749,17761,96,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1093.,
1094,Customer Information Profile,master,17749,17763,324,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1094.,
1095,Correspondence Distribution,master,17749,17765,289,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1095.,
1096,Continuing Education (Agent & Consumer),master,17749,17767,274,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1096.,
1097,Financial Advisory Tools,master,17749,17769,430,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1097.,
1098,Insurance Payments,master,13727,17771,498,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1098.,
1099,Catastrophe Planning,master,6385,17772,203,,,167,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1099.,
1100,Claims Management Planning,master,17771,17775,221,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1100.,
1101,Retention of Payouts,master,17771,17777,799,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1101.,
1102,Loss Reserve Philosophy,master,17771,17779,540,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1102.,
1103,Claim Litigation Management,master,17771,17781,216,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1103.,
1104,Fraud Management,master,17771,17783,450,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1104.,
1105,Claims Evaluation,master,17771,17785,218,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1105.,
1106,Claims Processing,master,17771,17787,222,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1106.,
1107,Claims Investigation,master,17771,17789,219,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1107.,
1108,Recoverables/Third-Party Collections,master,17771,17791,766,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1108.,
1109,Fraud Identification,master,17771,17793,449,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1109.,
1110,Salvage & Subrogation,master,17771,17795,833,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1110.,
1111,Settlements,master,17771,17797,859,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1111.,
1112,Artificial Intelligence,master,6385,17801,8,,,168,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1112.,
1113,Hemu Demo Cap,master,6385,17802,1029,,,169,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1113.,
1114,Manufacturing 2.0 PLACEHOLDER,master,6385,20629,1030,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1114.,
1115,Market & Economic,master,6385,20885,555,,,106,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1115.,
1116,Billing,master,6385,20924,145,,,105,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1116.,
1117,AR/AP,master,6385,20934,108,,,104,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1117.,
1118,Dispatch,master,6385,20939,374,,,103,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1118.,
1119,Crowd-Sourced Pickup & Delivery,master,6385,20940,307,,,102,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1119.,
1120,Handsfree,master,6385,20952,460,,,101,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1120.,
1121,Assembly,master,6385,20967,11,,,100,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1121.,
1122,Market Analytics/Analysis,master,6385,21093,557,,,99,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1122.,
1123,Competitive Assessment,master,6385,21094,989,,,98,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1123.,
1124,Automated Guided Vehicles,master,6385,21130,126,,,97,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1124.,
1125,Engineering,master,6385,21224,407,,,96,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1125.,
1126,Compliance Training & Monitoring,master,6385,21233,259,,,95,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1126.,
1127,Environmental Protection,master,6385,21238,409,,,94,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1127.,
1128,Regulatory,master,6385,21247,775,,,93,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1128.,
1129,Compliance Management,master,6385,21248,257,,,92,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1129.,
1130,Customer Analysis & Segmentation,master,6385,21262,314,,,91,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1130.,
1131,Customer Relationship Management,master,6385,21272,336,,,90,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1131.,
1132,Direct Sales,master,6385,21310,370,,,89,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1132.,
1133,Social Media,master,6385,21317,869,,,88,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1133.,
1134,Customer Account Management,master,6385,21324,311,,,61,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1134.,
1135,Inventory Management,master,21349,21346,507,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1135.,
1136,"Barcode Label, Thermal Printers",master,6385,21349,144,,,87,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1136.,
1137,Source/Procure,master,6385,21380,873,,,86,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1137.,
1138,Vendor Management,master,6385,21387,933,,,85,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],1138.,
