id,cap_name,type,prevParentId,prevId,capability_lib_id,industry_tree_id,company_id,hierarchy_id,parentId,tags,location,technologies,mpath,capability
743,Product Directory,master,16987,16999,712,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],743.,
744,Special Pricing Conditions,master,16987,17001,877,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],744.,
745,Risk & Regulatory Management,master,13725,17003,807,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],745.,
746,Bank Portfolio & Treasury,master,6385,17004,140,,,139,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],746.,
747,Corporate Treasury Analysis,master,17004,17007,288,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],747.,
748,Bank Portfolio & Treasury,master,17003,17009,140,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],748.,
749,Corporate Treasury,master,6385,17010,287,,,140,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],749.,
750,Asset Securitization,master,17009,17013,117,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],750.,
751,Asset & Liability Management,master,17009,17015,115,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],751.,
752,Bank Portfolio Analysis,master,17009,17017,142,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],752.,
753,Bank Portfolio Administration,master,17009,17019,141,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],753.,
754,Stock Lending/Repos,master,17009,17021,884,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],754.,
755,Models,master,17003,17023,581,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],755.,
756,Market Risk Models,master,6385,17024,567,,,141,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],756.,
757,Financial Institutional Valuation Models,master,17023,17027,433,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],757.,
758,Gap Analysis,master,17023,17029,454,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],758.,
759,Credit Risk Models,master,17023,17031,300,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],759.,
760,Liquidity Risk Models,master,17023,17033,533,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],760.,
761,Economic Capital,master,17023,17035,394,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],761.,
762,Business Risk Models,master,17023,17037,179,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],762.,
763,Customer Behavior Models,master,17023,17039,315,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],763.,
764,Fraud Models,master,17023,17041,451,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],764.,
765,Credit/Margin Management,master,17023,17043,301,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],765.,
766,Production Risk Models,master,17023,17045,731,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],766.,
767,Operational Risk Models,master,17023,17047,608,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],767.,
768,Contribution Models,master,17023,17049,280,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],768.,
769,Business Analysis,master,17003,17051,174,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],769.,
770,Segment Direction,master,6385,17052,843,,,142,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],770.,
771,Product Portfolio Strategy,master,17051,17055,77,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],771.,
772,Customer Portfolio,master,17051,17057,329,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],772.,
773,Branch Portfolio,master,17051,17059,161,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],773.,
774,Channel Portfolio,master,17051,17061,211,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],774.,
775,Competitor Analysis,master,17051,17063,255,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],775.,
776,Market Research,master,17051,17065,566,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],776.,
777,Market Analytics/Analysis,master,17051,17067,557,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],777.,
778,Contribution Analysis,master,17051,17069,279,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],778.,
779,Regulatory & Compliance,master,17003,17071,776,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],779.,
780,Guideline Compliance,master,6385,17072,459,,,144,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],780.,
781,Regulatory & Compliance,master,17071,17075,776,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],781.,
782,Compliance Reporting,master,17071,17077,258,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],782.,
783,Regulatory Reporting,master,17071,17079,779,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],783.,
784,Fraud/AML Resolution,master,17071,17081,452,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],784.,
785,Financial Accounting,master,17071,17083,429,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],785.,
786,Business Management Support,master,13726,17085,76,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],786.,
787,Asset & Facilities Management,master,6385,17086,114,,,145,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],787.,
788,Business Development,master,17085,17089,177,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],788.,
789,Communications & PR,master,17085,17091,252,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],789.,
790,External Relations,master,17085,17093,418,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],790.,
791,Finance & Accounting,master,17085,17095,428,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],791.,
792,Commercialization,master,17085,17097,249,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],792.,
793,HR Management,master,17085,17099,469,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],793.,
794,Legal and IP Management,master,17085,17101,971,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],794.,
795,Partnership Management,master,17085,17103,635,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],795.,
796,Regulatory & Compliance,master,17085,17105,776,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],796.,
797,Risk Management & Security,master,17085,17107,809,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],797.,
798,Strategy and Planning,master,17085,17109,888,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],798.,
799,Eligibility & Enrollment,master,13726,17111,402,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],799.,
800,Subject Recruitment,master,6385,17112,894,,,153,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],800.,
801,Screening,master,17111,17115,837,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],801.,
802,Enrollment,master,17111,17117,408,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],802.,
803,Intake,master,17111,17119,499,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],803.,
804,Vital Signs,master,17111,17121,939,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],804.,
805,Health Record Review,master,17111,17123,465,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],805.,
806,Clinical Lab Test Results,master,17111,17125,229,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],806.,
807,Patient Profile,master,17111,17127,640,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],807.,
808,Indemnification,master,17111,17129,481,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],808.,
809,Retention,master,17111,17131,798,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],809.,
810,Lab Management,master,17111,17133,521,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],810.,
811,Care Management,master,13726,17135,194,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],811.,
812,Advocacy Groups & Support,master,17135,17139,97,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],812.,
813,Payment & Settlement,master,17135,17141,643,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],813.,
814,Alerts,master,17135,17143,101,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],814.,
815,Security & Privacy,master,17135,17145,841,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],815.,
816,Monitoring,master,17135,17147,587,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],816.,
817,Care Pathway,master,17135,17149,195,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],817.,
818,Pharmacy Management,master,17135,17151,660,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],818.,
819,Applications & Approvals,master,13726,17153,106,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],819.,
820,Submissions,master,6385,17154,895,,,154,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],820.,
821,CDA,master,17153,17157,204,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],821.,
822,CTC,master,17153,17159,308,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],822.,
823,FDA,master,17153,17161,422,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],823.,
824,Finance,master,17153,17163,427,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],824.,
825,Legal,master,17153,17165,527,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],825.,
826,New Drug Application Review (NDA),master,17153,17167,598,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],826.,
827,Biologics License Application (BLA),master,17153,17169,150,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],827.,
828,Post Approval Studies,master,17153,17171,680,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],828.,
829,Safety & Efficacy Monitoring,master,17153,17173,822,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],829.,
830,Lab Services,master,13726,17175,522,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],830.,
831,Drug Discovery Modeling Services,master,6385,17176,387,,,155,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],831.,
832,Bacterial Detection,master,17175,17179,138,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],832.,
833,Microbal Screening Systems,master,17175,17181,579,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],833.,
834,Pharmacovigilance services,master,17175,17183,658,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],834.,
835,Assessments,master,17175,17185,113,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],835.,
836,Bioinformatics,master,17175,17187,149,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],836.,
837,Biomarker Identification,master,17175,17189,151,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],837.,
838,Biostatistics,master,17175,17191,152,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],838.,
839,Blockchain,master,17175,17193,153,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],839.,
840,Data Mining,master,17175,17195,347,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],840.,
841,Deep Learning,master,17175,17197,354,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],841.,
842,Quantum Computing,master,17175,17199,752,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],842.,
843,Real World Evidence,master,17175,17201,759,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],843.,
844,Simulation,master,17175,17203,862,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],844.,
845,Testing,master,17175,17205,909,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],845.,
846,Toxicity Analysis & Prediction,master,17175,17207,910,,,0,,[],"{""city"": """", ""state"": """", ""address"": """", ""country"": """", ""zipcode"": 0}",[],846.,
